Paper: 0025
KeyVar: pre_Profits3_composite_w1
Mechanism: NMAR
Proportion: 20pct
Method: Mean
Iteration: 15
---
FocalIV: Treatment_FIN
Coef: 1350.913704
SE: 1188.543006
pval: 0.256169
Nobs: 611
Sign: +1
Significant: False
---
                              Estimate   Std. Error  ...          2.5%         97.5%
Coefficient                                          ...                            
Intercept                   247.998687  7529.276998  ... -14539.918775  15035.916149
Treatment_FIN              1350.913704  1188.543006  ...   -983.450654   3685.278062
Treatment_MKT              2240.110579  1246.448712  ...   -207.983797   4688.204956
Gender                    -1509.441905  1234.795260  ...  -3934.648256    915.764445
Age                         -56.774176    72.155325  ...   -198.491235     84.942883
Children_total              356.749355   389.391061  ...   -408.036278   1121.534989
Race_SAblackcolored        2038.581937  6734.032172  ... -11187.430598  15264.594471
Race_Foreigner              444.081718  6726.780421  ... -12767.687976  13655.851411
Educ_high                  2805.131455  1046.134811  ...    750.464686   4859.798225
Operating_yearstotal        229.704553    91.475294  ...     50.042005    409.367102
Activity_Hours              -32.008808    24.007294  ...    -79.160466     15.142849
pre_Employees1_composite   2165.732655   374.285166  ...   1430.615837   2900.849473
FormalReg                  -425.664230  1238.750282  ...  -2858.638462   2007.310003
pre_Profits3_composite_w1     0.512809     0.170783  ...      0.177382      0.848236
Ind2_SIC15                 2018.640322  6084.395353  ...  -9931.449482  13968.730126
Ind2_SIC17                -6075.119934  3362.343814  ... -12678.949600    528.709732
Ind2_SIC23                -1738.464012  2475.961972  ...  -6601.390596   3124.462573
Ind2_SIC25                 6251.482590  8653.430955  ... -10744.335570  23247.300749
Ind2_SIC34                -3857.705727  2489.652267  ...  -8747.520810   1032.109356
Ind2_SIC41                  142.827555  4415.380627  ...  -8529.224794   8814.879904
Ind2_SIC54                 -375.355396  2415.733395  ...  -5119.989717   4369.278926
Ind2_SIC56                -2362.140285  2451.352325  ...  -7176.732159   2452.451588
Ind2_SIC57                 5270.478364  5563.657739  ...  -5656.853896  16197.810624
Ind2_SIC58                -2495.120476  2537.213814  ...  -7478.349075   2488.108122
Ind2_SIC59                 1032.205431  3673.985850  ...  -6183.706473   8248.117334
Ind2_SIC72                -3118.571697  2250.034793  ...  -7537.764777   1300.621382
Ind2_SIC73                -6754.629137  2840.251194  ... -12333.039952  -1176.218322
Ind2_SIC75                 3094.468948  5735.881784  ...  -8171.120885  14360.058781
Ind2_SIC76                -3593.019239  2479.349853  ...  -8462.599811   1276.561333
Ind2_SIC83                -6919.673521  3267.925861  ... -13338.061092   -501.285950

[30 rows x 6 columns]
