Paper: 0025
KeyVar: pre_Profits3_composite_w1
Mechanism: NMAR
Proportion: 1pct
Method: Mean
Iteration: 20
---
FocalIV: Treatment_FIN
Coef: 2076.507398
SE: 1103.414222
pval: 0.060350
Nobs: 611
Sign: +1
Significant: False
---
                              Estimate   Std. Error  ...          2.5%         97.5%
Coefficient                                          ...                            
Intercept                 -1263.296099  6054.592695  ... -13154.851830  10628.259633
Treatment_FIN              2076.507398  1103.414222  ...    -90.659309   4243.674105
Treatment_MKT              3460.314973  1170.887233  ...   1160.627532   5760.002415
Gender                    -1256.919376  1178.506945  ...  -3571.572355   1057.733603
Age                         -42.107636    68.811253  ...   -177.256752     93.041480
Children_total              225.378653   367.525806  ...   -496.462406    947.219712
Race_SAblackcolored        3151.558456  5276.165340  ...  -7211.122794  13514.239706
Race_Foreigner             1775.770942  5240.032441  ...  -8515.943289  12067.485173
Educ_high                  2135.291761  1050.693923  ...     71.670643   4198.912879
Operating_yearstotal        198.353572    87.129096  ...     27.227197    369.479947
Activity_Hours              -32.436966    22.863381  ...    -77.341914     12.467982
pre_Employees1_composite   1690.800634   297.477048  ...   1106.539218   2275.062050
FormalReg                 -1050.736330  1128.175257  ...  -3266.535083   1165.062423
pre_Profits3_composite_w1     0.557280     0.122400  ...      0.316881      0.797680
Ind2_SIC15                  450.127658  5899.476177  ... -11136.770633  12037.025949
Ind2_SIC17                -6475.892820  3459.328850  ... -13270.206474    318.420833
Ind2_SIC23                -1964.000023  2396.064874  ...  -6670.004278   2742.004232
Ind2_SIC25                 3051.972030  7209.591276  ... -11108.064951  17212.009011
Ind2_SIC34                -4566.600123  2757.149687  ...  -9981.794970    848.594724
Ind2_SIC41                 -621.401488  3908.189735  ...  -8297.302805   7054.499829
Ind2_SIC54                   77.830712  2321.884574  ...  -4482.479321   4638.140744
Ind2_SIC56                -2245.634823  2340.866345  ...  -6843.226107   2351.956461
Ind2_SIC57                 4225.725155  3819.955358  ...  -3276.878955  11728.329265
Ind2_SIC58                -3116.599416  2438.775941  ...  -7906.490575   1673.291744
Ind2_SIC59                 1695.650636  3775.760847  ...  -5720.153003   9111.454275
Ind2_SIC72                -2568.818779  2148.452784  ...  -6788.499161   1650.861602
Ind2_SIC73                -5969.575951  2590.596191  ... -11057.650497   -881.501404
Ind2_SIC75                 2288.102466  3897.764661  ...  -5367.323429   9943.528360
Ind2_SIC76                -2901.212454  2243.884208  ...  -7308.325443   1505.900535
Ind2_SIC83                -6955.411615  3175.405192  ... -13192.083464   -718.739767

[30 rows x 6 columns]
